PM2.5,PM10,NO2,AQI
31.28,64.27,30.03,94.0
31.23,103.55,29.43,94.0
29.14,54.27,16.32,61.0
26.04,47.32,17.92,56.0
33.44,59.32,20.78,50.0
58.03,98.66,23.95,84.0
62.0,106.88,27.1,101.0
84.11,179.96,63.84,150.0
71.21,131.84,49.67,159.0
68.69,143.74,50.22,140.0
52.52,111.72,39.0,120.0
40.92,121.58,46.46,110.0
42.44,107.09,42.49,111.0
46.15,92.06,33.42,95.0
39.52,69.95,17.39,77.0
30.9,59.7,22.46,67.0
48.43,125.81,45.51,117.0
54.71,153.34,45.3,134.0
36.68,76.4,35.01,90.0
43.59,107.91,39.8,102.0
29.42,58.33,21.19,74.0
46.6,117.11,41.14,97.0
51.92,131.04,37.25,119.0
47.98,125.65,40.73,106.0
65.64,151.4,51.57,127.0
50.36,110.01,37.2,127.0
20.02,47.95,20.44,69.0
15.11,40.46,15.5,51.0
14.16,36.93,16.21,45.0
17.77,71.21,28.78,69.0
19.48,55.45,23.76,82.0
16.23,46.4,22.56,69.0
19.9,58.97,24.48,64.0
23.84,56.3,24.28,61.0
21.5,51.15,19.43,57.0
29.97,80.28,27.41,82.0
34.29,98.12,29.32,97.0
50.96,111.92,31.88,103.0
31.25,113.8,39.24,104.0
33.01,98.93,48.77,105.0
43.21,115.14,53.06,134.0
23.97,67.96,35.13,91.0
20.57,60.98,33.67,66.0
23.57,69.26,24.78,62.0
19.59,42.84,20.91,72.0
32.71,90.8,24.99,91.0
31.72,85.01,24.54,90.0
22.17,57.42,22.72,86.0
21.62,65.48,24.02,69.0
18.77,52.17,25.22,84.0
30.43,76.29,33.1,64.0
23.81,66.29,32.49,73.0
30.06,74.16,33.18,68.0
25.97,57.81,29.23,71.0
22.3,52.05,31.35,54.0
16.62,43.83,29.33,51.0
14.48,47.4,29.2,46.0
8.64,30.07,23.46,37.0
20.49,54.42,33.31,49.0
23.62,68.95,33.43,69.0
16.38,38.99,26.65,51.0
15.05,44.33,29.41,43.0
20.44,67.82,31.19,55.0
18.97,65.8,29.57,68.0
21.07,73.21,32.55,66.0
21.89,78.22,36.49,76.0
15.84,63.94,31.67,74.0
9.21,51.65,30.52,59.0
14.61,56.17,33.08,55.0
9.08,35.35,30.16,47.0
10.32,51.36,23.99,48.0
8.61,32.8,25.18,37.0
8.41,37.46,24.6,36.0
10.47,40.29,21.59,31.0
12.81,46.6,15.19,47.0
7.81,46.54,18.79,49.0
18.16,66.09,16.27,61.0
11.91,48.54,16.76,56.0
23.14,78.4,23.73,62.0
18.91,67.79,24.04,90.0
17.54,68.24,15.64,65.0
8.93,45.07,12.81,55.0
9.03,45.89,19.43,41.0
11.3,51.48,18.09,51.0
12.14,50.8,18.43,48.0
9.53,40.67,12.9,51.0
16.51,58.2,24.04,46.0
14.04,51.69,14.28,61.0
6.9,42.63,12.63,45.0
8.42,50.06,14.05,49.0
11.88,45.86,11.76,50.0
11.07,42.11,11.71,44.0
2.0,17.99,10.24,32.0
6.3,17.76,12.21,23.0
11.18,36.23,18.69,26.0
26.88,76.7,28.32,52.0
66.22,203.26,58.99,141.0
45.53,150.21,48.13,145.0
24.8,90.94,39.51,117.0
15.91,81.11,23.59,79.0
10.99,72.39,20.53,80.0
18.69,75.86,21.06,74.0
12.35,68.72,20.24,67.0
26.6,121.23,20.04,54.0
26.94,102.0,20.67,100.0
16.71,62.53,23.89,87.0
28.1,84.8,50.99,81.0
21.22,79.53,24.88,40.0
15.68,81.88,20.61,85.0
9.91,43.3,19.91,50.0
17.94,102.58,30.32,88.0
19.14,77.06,35.57,71.0
29.71,112.53,44.77,93.0
21.66,74.97,38.42,101.0
29.69,101.97,35.51,82.0
31.14,125.15,41.56,115.0
31.84,85.41,50.11,96.0
32.55,79.28,44.59,92.0
37.71,98.53,52.1,90.0
37.67,76.27,53.59,84.0
22.75,86.77,38.23,81.0
21.33,83.23,34.56,88.0
24.66,100.53,37.93,92.0
21.06,80.51,40.33,83.0
17.05,73.22,36.31,90.0
21.16,88.8,42.96,71.0
14.41,66.81,40.06,110.0
26.67,86.29,37.36,74.0
25.96,91.75,40.22,92.0
33.17,108.22,42.45,95.0
25.4,83.38,34.09,100.0
34.36,90.9,23.38,86.0
13.45,58.54,21.6,77.0
7.63,32.27,23.27,47.0
15.02,50.94,25.06,41.0
24.38,74.09,26.06,70.0
22.91,65.73,29.53,68.0
16.64,49.97,29.26,54.0
